INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
3340,"We are not homophobes, we want to help them to become normal again.","This is another type of anti-gay prejudice, in that the source is a lack of understanding about LGBT and human rights.",LGBT+,V6_sbf
3341,These faggots are trying to delegitimize women.,"So you think all gays are opposed to women? Then try asking them, or a lesbian, or a transgender person, or an intersex person, or an asexual person.",LGBT+,V6_sbf
3342,It is okay to be racist against LGBT+ people.,"That is exactly what is so evil about being a racist. Bringing hate together with the concept of race or any minority, even when it doesn't make sense.",LGBT+,V6_sbf
3343,We cannot allow transgender ideology to take over our country.,This is just another example of an offensive conspiratorial talking point. This is about persecuting a minority. Not my idea of a democratic country.,LGBT+,V6_sbf
3344,Transgenders want to rape our children.,"This is not true. Maybe you should be worried about the rise in hate crimes against LGBT+ people, incidents of which, since 2016 in Italy, have not been lower than 100 per year, .",LGBT+,V6_sbf
3345,Gays are just a bunch of disgusting animals. They should be isolated from society and the world.,Gays are not animals. Why you should isolate people based on their sexual preferences?,LGBT+,V6_sbf
3346,Gay men aren't as strong as straight men.,"A gay man may be strong or weak, just like any other man. His worth do not vary. They are all human beings with human rights.",LGBT+,V6_sbf
3347,Gay men are basically violent criminals.,Are you talking about gay men being violent toward their partners? You should really check your facts.,LGBT+,V6_sbf
3348,Should we accept trans people? Nope. This is not a carnival.,"I don't see how accepting someone can be subject of discussion, let alone a 'carnival' matter.",LGBT+,V6_sbf
3349,Lesbian women are a blight on society.,"Why do you think so? Unfortunately, many lesbian women are victims of discrimination and violence, as are other women. Violence is a source of harm for people.",LGBT+,V6_sbf
3350,"Lesbians are a danger to society because of their actions. I might punch them in the face, to teach them what's right.",Violence is a crime and anyone found guilty will pay the price.,LGBT+,V6_sbf
3351,Trans men aren't worth being with.,"They are worth being with, they are humans like anybody else. And they are happy and content with their lives.",LGBT+,V6_sbf
3352,Transgender women are a burden to women.,Trans women are really good with any person. We are all different.,LGBT+,V6_sbf
3353,The gender we were born into is male or female. We can't change our bodies.,"I don't think so. We are not born believing in gender. And I don't think it is a ""burden"" to society if some people wish to change their bodies. And this isn't about being ""manly"" or ""femine"" either, I just think it is a matter of living our own lives.",LGBT+,V6_sbf
3354,Gender identity is determined by a person's biological sex. Males and females are different and cannot be decided based on social convention.,"Gender identity is not to be confused with biological sex. It's a social construct based on societal stereotypes that are strongly influenced by family, culture and other social factors. While each individual has the right to choose their gender, this doesn't mean that their biological sex is the same.",LGBT+,V6_sbf
3355,"Faggots are perverts and sinners, we need to track them down and save them.",You are entitled to your personal beliefs but I do not think that being gay is a something to be persecuted for.,LGBT+,V6_sbf
3356,Gays are just a bunch of disgusting pricks that shouldn't be allowed to love one another.,"Everyone has the right to their own private life. And love is an essential human need, no one is oppressing anyone else.",LGBT+,V6_sbf
3357,"I can't stand gay people. If one says they are perverts, he must be right.",Hate speech is hate speech no matter if the person attacked it is gay. You can't blame people for their sexual orientation.,LGBT+,V6_sbf
3358,Gays are nazis.,I don't think anyone can be homosexual and a nazi.,LGBT+,V6_sbf
3359,Gay men are worthless. I want to live in a society of worthy people.,"If you want people to be worthy like you, then you have to show respect for them. Not just by being kind to them, but by respecting their rights as human beings.",LGBT+,V6_sbf
3360,gay people are just a bunch of disturbed animals who should not exist in a modern society.,Homosexuality is not a mental disorder and has nothing to do with social problems. It is just a human sexual orientation among many.,LGBT+,V6_sbf
3361,"Gay sex is a public health emergency, it is harmful to both partners.",There is no evidence that 'gay sex' is more harmful than 'heterosexual sex'.,LGBT+,V6_sbf
3362,Gay sex is harmful to women and children.,"Women and children are not being harmed by gay sex, how could you think that's true?",LGBT+,V6_sbf
3363,LGBTs are sick. They should be isolated and medically cured.,"Although some people may be attracted to people of their gender rather than being ""conventionally attracted"" to the opposite gender, this does not imply that it is a sickness. LGBT are discriminated by uninformed people. That's grim.",LGBT+,V6_sbf
3364,Migrants rape our girls and steal our cars.,No one should take migrants' behavior a priori into account. Why don't we try to have a dialogue on how to tackle problems instead of being rude and insulting people?,MIGRANTS,V6_sbf
3365,Immigrants are not welcome here.,The vast majority of migrants who come to the UK are happy to work for the benefit of our country.,MIGRANTS,V6_sbf
3366,We need to stop migrants coming into our country. They are not welcome.,I don't think you can stop people from coming to the UK by banning them.,MIGRANTS,V6_sbf
3367,Immigrants steal more money than they pay in taxes.,"Most of them are not exploiting our country, most of them are just trying to have a better life.",MIGRANTS,V6_sbf
3368,We must stop the invasion of migrants.,Migrants are welcome here. They are working hard to build this country as well.,MIGRANTS,V6_sbf
3369,We need to stop migrants stealing our jobs and abusing our healthcare system. All of us know they are just lazy and unproductive turds.,I think you'd be surprised how many UK citizens would tell you about migrant workers that are the opposite of lazy.,MIGRANTS,V6_sbf
3370,"Immigrants take our jobs, they take our country.",Immigrants do not take our jobs. They work as legal employees and their presence in the country nourishes the economy.,MIGRANTS,V6_sbf
3371,Immigrants are criminals and they are taking over our country.,"Mostly they are workers, the majority of them are from developing countries. They contribute to the economy, they build houses, they raise families.",MIGRANTS,V6_sbf
3372,We have to stop immigrants coming in to destroy our culture.,"Immigrants are a part of our culture, if we stopped accepting them then our current situation would not exist.",MIGRANTS,V6_sbf
3373,"Immigration would be good, if it made us richer.","Migration can be a positive force for social progress and improve our country, so let's do our bit to improve the life of migrants.",MIGRANTS,V6_sbf
3374,Immigrants speak funny.,Is it because they speak their native language better than English? Don't you think there is something more to the story?,MIGRANTS,V6_sbf
3375,We are being invaded by immigrants.,This is just a lie spread by the anti-immigration groups that blame immigrants for all that is wrong in the world.,MIGRANTS,V6_sbf
3376,"Immigrants are not my brothers. They should not be allowed to live in Italy, they want to take our land.",Italians are brothers and sisters of any human. What do you mean by 'take our land'?,MIGRANTS,V6_sbf
3377,Immigrants steal our jobs.,Immigrants are often highly skilled workers who contribute to our country by being employed in roles for which there are no 'national' candidates.,MIGRANTS,V6_sbf
3378,Immigrants don't matter.,"What do you mean by ""immigrants don't matter""? Do you know that in fact, the very people we should be proud of, giving us more power to build and run our countries, are immigrants?",MIGRANTS,V6_sbf
3379,Immigrants have no right to live in our country.,Their right to live here is guaranteed by our constitution and the European Convention on Human Rights.,MIGRANTS,V6_sbf
3380,Immigrants rape our girls.,"Rape is always a crime in our society. We must also be careful of how we speak of immigrants, they are part of our society too.",MIGRANTS,V6_sbf
3381,Immigrants get welfare. This is how they survive. They don't work and they are not paying taxes.,The majority of immigrants are working and paying taxes. This is how our country works.,MIGRANTS,V6_sbf
3382,Immigrants from outside-EU are invading us.,"Immigrants make up only a very small part of the total EU population, namely 4.9% in 2019. There is no such thing as an invasion.",MIGRANTS,V6_sbf
3383,Immigrants come here to get taxpayer funded benefits and then want to live in our houses.,"They cannot get taxpayer funded benefits from the state, they must get a job or pay taxes. Just like any other citizen.",MIGRANTS,V6_sbf
3384,"Immigrants come here to have a better life, with lots of money, but also the freedom to move freely and to rape and pillage our countries.","There is a big difference between a 'better life' and committing crimes such as rape or pillage. Migrants come here to earn their better life, not to steal.",MIGRANTS,V6_sbf
3385,All immigrants are fakes.,"They're not fake: they're just coming here to work, study or provide for their families.",MIGRANTS,V6_sbf
3386,Most immigrants in the U.S. are criminals.,Not all immigrants are criminals. And it is important to consider that 13.5% of the US population is composed of migrants that are here legally.,MIGRANTS,V6_sbf
3387,The world would be a better place without immigrants.,Migrants contribute to our country and help us live in a more open-minded way.,MIGRANTS,V6_sbf
3388,Immigrants just want to claim welfare money: why do we even keep paying taxes for them?,The state has to spend taxes on welfare and other social services for everyone to be able to live in a better way.,MIGRANTS,V6_sbf
3389,All migrants are rapists and sex offenders.,The idea that immigrants are inherently bad people is just fear mongering.,MIGRANTS,V6_sbf
3390,Immigrants are terrible.,"Immigrants make a huge contribution to our country and society. They are a source of pride and opportunity for many, and I find it quite hard to see how their exclusion from our society would be a good thing.",MIGRANTS,V6_sbf
3391,Migrants rape our girls.,"Rape is always wrong, nothing can justify it. That is a crime committed by a person regardless of their national origin, all people are considered equal in the eyes of the law.",MIGRANTS,V6_sbf
3392,"Migrants should not be welcome here, they are just a burden to the local economy.","We can integrate migrants into our population, it won't be of any harm to the economy.",MIGRANTS,V6_sbf
3393,"Migrants are not welcome in our country. They are not welcome in my house, they are not welcome in my church.","Migrants are welcome here, no one is against their will, they just want to live their life.",MIGRANTS,V6_sbf
3394,Immigrants invade countries.,"They come here to work, study, or visit their families. Also, they contribute to our society.",MIGRANTS,V6_sbf
3395,Migrants steal our jobs and do not pay taxes.,"Migrants pay taxes, earn money and take care of our sick and elderly.",MIGRANTS,V6_sbf
3396,Immigrants are all illegal.,Most immigrants are not illegal. The fact that you say that shows a lack of knowledge of the country you live in. Why are you so sure that all migrants are illegal?,MIGRANTS,V6_sbf
3397,Immigration is the cause of terrorism.,"It depends on who you ask. For example, there are many Muslims who have helped fight for our country and defend us from terrorist attacks.",MIGRANTS,V6_sbf
3398,Immigrants are not welcome here. They are not able to contribute to our country.,"We welcome people from every walk of life. We are a melting pot of culture, so why should we be against immigrants?",MIGRANTS,V6_sbf
3399,Immigrants living in america is worse than them dying.,"Refugees have fled wars and persecution. We are a huge help for them and they are, in turn, a help to our country.",MIGRANTS,V6_sbf
3400,We cannot allow migrants with no formal education to overwhelm our countries.,"A lot of the best and brightest are from developing countries, and their education is of great help to our country. Migrants without formal qualifications learn both in the classroom and in their job, and they also develop skills that will be of use to our country in the future.",MIGRANTS,V6_sbf
3401,The majority of the refugees are from the Middle East and Africa. This is a problem.,"Since the beginning of time, we have welcomed people fleeing war and persecution. Why do you think it is a problem now?",MIGRANTS,V6_sbf
3402,"Muslims are invading us, we must protect our culture and identity.",Culture and identity are vital for any society and for a multicultural one. They are not challenged by people who just come here to have a better life.,MUSLIMS,V6_sbf
3403,"Islam is a religion that promote rape, torture, murder, infanticide and enslavement of women and children.","What are you talking about? Islam does not promote these crimes. The Quran, Hadith, Sunnah and the like condemn or at least warn against these heinous crimes.",MUSLIMS,V6_sbf
3404,Islam is hate. It is a set of discriminatory beliefs and practices that promote exclusion and oppression of women and minorities. Love is an attribute of Christianity.,"This is not true. Love is a matter of mutual trust and respect, not of a specific religion.",MUSLIMS,V6_sbf
3405,Muslim invasion is the biggest problem in Europe. They are incompatible with European culture and should be eliminated.,Islam is a religion that is part of our history and heritage. Eliminating it would be to eliminate a part of our own culture.,MUSLIMS,V6_sbf
3406,"Every Muslim is a potential terrorist, even if they are born here!","A person's place of birth is not relevant, but neither is a person's religion. Some people are Muslims. I prefer to call them what they are: people, not potential terrorists.",MUSLIMS,V6_sbf
3407,Muslims have no place in civilised Europe.,They have always lived here. They are our brothers and sisters.,MUSLIMS,V6_sbf
3408,Muslims have no place in civilised Europe.,They have lived here for centuries and they are part of our community.,MUSLIMS,V6_sbf
3409,"Muslims are invading us. They are our enemies, they will always be our enemies.","You cannot say ""us"" and ""them"". We are all part of one community, united by our common humanity.",MUSLIMS,V6_sbf
3410,"We have become so political correct that when anybody tries to find fault with the actions of a migrant, they are accused of 'Islamophobia'.",People find fault in people of any religion. But the problem is not with religion. The problem is blaming migrants because they are Muslims. This Islamophobic climate has reached a crisis state. We must step in and stop it.,MUSLIMS,V6_sbf
3411,Muslims have no place in civilised Europe.,"Muslims should be welcome in every country in the world, and their faith does not make them less welcome here.",MUSLIMS,V6_sbf
3412,Muslims take everything we have.,"Many muslims work hard to provide for their families. If we were to generalize the behaviour of some about all people, then we would be failing to understanding reality.",MUSLIMS,V6_sbf
3413,Muslims have no place in a modern democracy.,This democratic state was designed to be a safe space for people of different faiths to come together and live peacefully. Not to oppress or discriminate.,MUSLIMS,V6_sbf
3414,"When the West gives in to Islam, they will replace us.","This is not true. I think we should strive to be more ethical and human, and not to blame others for their beliefs.",MUSLIMS,V6_sbf
3415,Islam is a religion of war.,Islam is a religion of peace. Why do you say so?,MUSLIMS,V6_sbf
3416,All Muslims are incompatible with any Western society.,"Western societies are compatible with all religions including Islam, so why would you say something like that about it?",MUSLIMS,V6_sbf
3417,"I have a problem with Muslims invading us, they don't assimilate. They just take what they want. They are making our country unsafe.",Perhaps we should talk about how to make our countries safer rather than stoking fear against Muslims.,MUSLIMS,V6_sbf
3418,"Muslim have no right to this country, and we are better off without them.","Muslims have lived in this country for many years, and many of them have helped to make it what it is. They are our neighbours, our friends. They are our brothers and sisters. They are our future.",MUSLIMS,V6_sbf
3419,The Quran is not compatible with Western culture.,"The Quran is a book of faith, not a book of hate. How can be a book incompatible with Western culture?",MUSLIMS,V6_sbf
3420,Any Muslim can be a rapist: they are all guilty.,Islam does not make you a rapist. It is about rights and wrongs. Not crimes. To say that all Muslims are rapists is a great misunderstanding.,MUSLIMS,V6_sbf
3421,Our founding fathers knew that Muslims would be angry and violent criminals but they tried to build an inclusive democracy anyway. They wanted a peaceful world and Muslims are impediment.,So are you saying that the people of Islamic faith should know that they are not part of this peaceful world and yet you are trying to create a peaceful world?,MUSLIMS,V6_sbf
3422,The migrant crisis is not the fault of Western Europeans. Migrants are to blame for immigration.,"Instead of dividing us up and ruining us all, let's work together to solve the problems that we all face.",MUSLIMS,V6_sbf
3423,How many of you consider that Muslims are a problem? They don't want to assimilate.,"Why do you think the Muslims have trouble with assimilating? They are already here. If they want to be part of the country, they join our society, and live by the same rules we have for everyone else.",MUSLIMS,V6_sbf
3424,Islam is incompatible with any Western society.,The Koran does not have any anti-western content. In Islam the West is not a problem.,MUSLIMS,V6_sbf
3425,Muslim folks are jealous of Americans.,In America there are no 'second class' citizens. All cultures are welcome here. We are not threatened by others cultures. American Muslims are as proud of our great country as the rest of us.,MUSLIMS,V6_sbf
3426,Many Muslims prefer the violence of jihad.,Violence is never justified in Islam. Islam is a religion of peace.,MUSLIMS,V6_sbf
3427,Many Muslims prefer the violence of jihad.,Violence is never justified in Islam. There is no such thing as 'the religion of violence'. The Quran does not teach it.,MUSLIMS,V6_sbf
3428,"The West has let Islam take over our countries. This is why we are accepting them, we are already corrupted.","You are completely wrong. The West has always been about freedom and democracy. Freedom and democracy is the rule of law, and not Islam.",MUSLIMS,V6_sbf
3429,Islam is a totalitarian ideology that has no place in 21st century Europe.,"If Islam were a totalitarian ideology, we would have had Islamic totalitarian states in Europe since time immemorial. Islam is a religion, that is compatible with Europe's principles.",MUSLIMS,V6_sbf
3430,Muslims asking questions about integration is just part of a conspiracy help them retain the places they've conquered.,Muslims are part of our society. They are allowed to live in our country and have our same rights. They have every right to ask questions.,MUSLIMS,V6_sbf
3431,"Muslim violent invaders have infiltrated our cities, towns and villages. We must stamp them out.",What you say is just wishful thinking. Islam is not a violent religion. How can you say that about a religion?,MUSLIMS,V6_sbf
3432,I don't think all Muslims are capable of being real parents.,"If a person is a Muslim, it does not mean they are incapable of caring for their children. What does it mean to be a ""real"" parent?",MUSLIMS,V6_sbf
3433,Let's face it: Muslims don't want to assimilate. Their religion prevents them to work.,It is not about religion. It is about discrimination. Many Muslim-Americans are economically disadvantaged.,MUSLIMS,V6_sbf
3434,We must not forget that Islam is a violent religion.,Terrorism is always a threat. Why do you think that Muslims want to kill us? They aren't all terrorists.,MUSLIMS,V6_sbf
3435,Our culture and way of life have been taken over and replaced by filthy Islam.,"In reality it's more complicated than that. For example many Muslims migrate for economic reasons, and also due to cultural reasons.",MUSLIMS,V6_sbf
3436,We are surrounded by Muslims infiltrating every nook and cranny of our society. They have infiltrated every pore of our being. We are their slaves. Integration is impossible.,"My understanding is that religion has never been a barrier to integration. To integrate means to let people of different faiths to live side by side, not subjugating each other.",MUSLIMS,V6_sbf
3437,Muslims are violent.,"Violent behavour is common in many people, and can be explained by many causes. But in my opinion violence by Muslims can be attributed to the actions of a few, and the increase of violence in the world, the result of globalization and technological change. I strongly suggest that it has to do with a lot of things, and not just Islam.",MUSLIMS,V6_sbf
3438,Most of Europe hates muslims.,"In many countries, including for instance France, Italy, Spain, Germany, Islam is not considered a threat by majority of the population.",MUSLIMS,V6_sbf
3439,"Muslims are taking over with their Eurabia plan, this is proven by Statistics.","To imply that there is some kind of conspiracy, to blame Islam for this, is baseless and without foundation.",MUSLIMS,V6_sbf
3440,Muslims are incompatible with any Western society.,"We Westerners welcome people from every religion and background, whether you are Muslim, Buddhist, Hindu, Jewish, atheist, or whatever your religion may be.",MUSLIMS,V6_sbf
3441,Native Americans have zero fucking right to their land. They haven't lived in it since time immemorial.,"Native Americans have been suffering from dispossession and discrimination for thousands of years. In Canada, for example, Indigenous people account for around 5% of the population. In the US, Indigenous people account for around 2%. What you said is just a myth propagated by the racist right to delegitimize Indigenous people.",other,V6_sbf
3442,We must stop accepting black people as human beings.,Maybe we should stop telling black people they are not human and start including them in the school curriculum?,POC,V6_sbf
3443,Dark skinned people are inferior.,Race' is socially constructed to oppress people of certain ethnicities. To say that the skin of people of color is connected to inherent behavioral characteristics is just plain wrong.,POC,V6_sbf
3444,"Blacks are an inferior people, they must be reminded of it.","History shows that all races were created equal. Therefore, all humans are created equal.",POC,V6_sbf
3445,"Morality is a guideline, if we are to have a moral climate then we need to help people of other races who are inferion.",What does it mean to 'help people of other races who are inferior? Are you implying that we have a moral superiority that other races do not?,POC,V6_sbf
3446,I hate when black people start acting like they are superior to others. They were born to be savages.,"Not all people have the same skin tone to begin with. All folks have their history, religion and culture. Why then, you think that some people are more ""savage"" than others?",POC,V6_sbf
3447,"If only blacks would just shut up and get along with other humans, things would be different now.",Race is just a social construct and a way of life that has been created for some groups of people. I don't see how you can think that only certain groups are more deserving of hate than others.,POC,V6_sbf
3448,Blacks have zero sense of morality and are incapable of love.,"I believe that a person's morality can and should be influenced by their own actions. In my opinion, having a moral compass is not affected by the person's complexion.",POC,V6_sbf
3449,Black folks have ugly skin.,"How exactly do you define ""ugly skin""?",POC,V6_sbf
3450,Afro-Caribbean people are nothing but trouble. They have no place in civilized societies like ours in Europe.,So you think that they are to blame for the racial intolerance that has been seen in many European countries?,POC,V6_sbf
3451,"Afro-Caribbean people presence is a burden on society, they create crime and are a burden because they don't want to work.",Why a burden? How can you say so? Attitudes to work are not genetic for goodness sake!,POC,V6_sbf
3452,Every single nigga should be ashamed of themselves.,"There is no shame in being black, what is shameful is the lack of respect shown to people of colour.",POC,V6_sbf
3453,Black folks don't know who their dads are.,"But for sure they know that they are treated as second class citizens. No person should be treated so, even if they don't know anything about their ancestors.",POC,V6_sbf
3454,We mustn't confuse diversity and inclusion with black supremacy.,"Diversity does not lead to exclusion, it leads to inclusion. We are all better off when we work together.",POC,V6_sbf
3455,We mustn't confuse diversity and inclusion with black supremacy.,"Diversity does not mean excluding people from a part of society. What it is about is sharing experiences, ideas of people of different ethnicities. This would help to develop our abilities to understand each other and perhaps to work out ways in which we can all benefit from one another's knowledge.",POC,V6_sbf
3456,Blacks are genetically predisposed to criminality.,This claim is a false cause and effect relation. A person's genes do not have any influence over any spurious predisposition' to commit crime.,POC,V6_sbf
3457,"All black people rape, pillage, steal and we let them in so they can abuse our children.",They are not rapists and they are not committing crimes. They are taking part in society's activities like any other citizen.,POC,V6_sbf
3458,Blacks are just a bunch of niggas that just don't know how to have a normal relationship.,Do you know what 'normality' means? Are you suggesting that they lack values?,POC,V6_sbf
3459,Blacks are just a bunch of niggas that just don't know how to have a normal relationship.,"No one has the right to control others' private life, and no one should judge others based on the colour of their skin.",POC,V6_sbf
3460,Niggas are dangerous.,What about African-Americans? I.e. black folks? Is the colour of someone's skin always the issue?,POC,V6_sbf
3461,"Black folks are inferior, and they are happy with it.","You should be asking them if they are happy to hear that. If they are happy to be questioned, they will tell you the truth.",POC,V6_sbf
3462,"Who the fuck is Breonna Taylor? A representative of the people, a nurse, or a front for the government?","Examining the resume of the victim will not help us to solve our problems. The whole problem is the culture of violence, discrimination and ignorance that is still prevalent in many parts of the country.",POC,V6_sbf
3463,We should accept the fact that blacks are inferior.,"It is no secret that many people in the UK have suffered from racism. There are also people of colour who face racism daily. It is not a matter of 'accepting' it, it is a matter of fighiting it.",POC,V6_sbf
3464,Black people are genetically different from us. But there is a new racism starting to take root in our country. It is about keeping bothering whites with black discrimination stuff.,"You are absolutely right. Our fellow POC citizens do not accept it and continue to talk about it. We all have to stand for something that we believe in, for example humankind.",POC,V6_sbf
3465,"Blacks are inherently violent, they have a propensity for criminality, they are intrinsically unstable, they are all bad with children.","Can you provide some evidence? We have to focus on the prevention of crime, promoting community cohesion and keeping our communities safe. Not on pointing the finger at black people all the time.",POC,V6_sbf
3466,Our Constitution says that we are all born equal in dignity. But not all minorities are equally developed. This must ring a bell for us: they don't deserve to be here.,"Everyone is born equal in dignity and has the right to respect and protection, especially minorities.",other,V6_sbf
3467,Gypsies are not like us.,Many of them have been persecuted their whole lives. They have been scapegoated and discriminated against in many parts of the world. People may choose different ways to live their lives but ultimately they are all humans. Just like us.,other,V6_sbf
3468,Gypsies are way less civilized than any other ethnicity.,I'm not sure where you are getting the idea that gypsies are not civilized. What do you mean?,other,V6_sbf
3469,Women are brainwashed children.,"For all the people who think women are brainwashed: they aren't brainwashed, they just happen to be oppressed in our society.",WOMEN,V6_sbf
3470,"That's the problem with feminism: it only benefits the very rich, and gives them permission to discriminate against men.","Feminism is about creating a more equal society, and not about oppressing men.",WOMEN,V6_sbf
3471,"The feminist theory makes no sense. It is about equality, for women only.","If there is one thing feminism is really about, it is equality, and the idea that some people are more worthy of equality than others, this is obviously an anathema to that idea.",WOMEN,V6_sbf
3472,The feminists hate men.,The notion that feminism is about women hating men is just nonsense. Feminism is about the right to life of every human being.,WOMEN,V6_sbf
3473,The feminists hate men.,Feminism is not anti-men. Feminists are anti-oppression.,WOMEN,V6_sbf
3474,All women with titillating dresses are just looking for sex. They are whores.,How would you feel if someone called your sister a bitch?,WOMEN,V6_sbf
3475,Women are nothing but objects to be dominated by the will of a man.,Women are human beings with human rights. To suggest that they are objects to be dominated by a man's wishes is discrimination and oppression.,WOMEN,V6_sbf
3476,If women were really discriminated there would be much more employment disputes.,The fact that women aren't complaining about their work situations doesn't mean that there is nothing wrong with the labour market.,WOMEN,V6_sbf
3477,Rights to all?! Only normal adult males are making society work.,"I would like to see a society that works for everyone, not just the 1%.",WOMEN,V6_sbf
3478,I hate feminists. They are such a bunch of cry babies and unpleasant people.,"Feminism is a ideology and a movement for womens empowerment. It is not about hatred of men. Feminism is about equality. And equality is very important, is it not?",WOMEN,V6_sbf
3479,Women are less smart.,"I don't think that women are ""less smart"" at anything. Why do you think so?",WOMEN,V6_sbf
3480,Feminism is just an attempt by feminists to have it all their own way.,This is not true. Feminism is an attempt to improve the lot of the less fortunate. It is about equality.,WOMEN,V6_sbf
3481,"Women are bad for the economy, this is why the world is filled with problems.",The fact that women are disadvantaged in many areas of life does not imply that they are bad people.,WOMEN,V6_sbf
3482,If a woman wants an abortion we will kill them.,"Women have the right to choose, no one should be forced to have an abortion or not to have it.",WOMEN,V6_sbf
3483,"Feminism is all about the society the other way round, it is a female-centric movement.",It's about creating more opportunities in particular for underprivileged social groups. Not about oppressing men.,WOMEN,V6_sbf
3484,Feminism is about the destruction of manhood.,Feminism is about equality. Not the destruction of manhood.,WOMEN,V6_sbf
3485,Feminism is a anti-males ideology that denies the value of a man's manhood and aims to subvert the will of the male.,Feminism is all about empowerment and the right of every human being to be respected and protected. It is not about denying anybody's values.,WOMEN,V6_sbf
3486,We cannot coexist with millions of women subhumans that are literally ruining anything good.,"Women are human beings. If we are to live in a diverse and interactive society, we must welcome people that are different from us, regardless of their gender.",WOMEN,V6_sbf
3487,"Women need their own special rights, as in they are weaker and need for protection.",Why should women not have the rights that men have? Women have the right to be conscious of their rights as humans and not to feel threatened.,WOMEN,V6_sbf
3488,I have the right to choose to support antifeminism because they are anti-men.,Being in favour of a person's right to choose is not being anti-men. What is being anti-human is wanting to have an effect on someone else's personal life.,WOMEN,V6_sbf
3489,"Women are subhuman, they are just children, they should shut up.","All humans are born equal, although there is no gender equality. This means they need to raise their voice.",WOMEN,V6_sbf
3490,women must go back to the kitchen. This is their homelife.,"Not all women are working, not all people are married. We should not be talking about anyone's life without their own opinion.",WOMEN,V6_sbf
3491,"Women should go back to the kitchen, this is their homelife.",No women should be relegated to this. It is about time we stop letting stereotypes rule our society.,WOMEN,V6_sbf
3492,Women leaders would collapse the government.,"Women succeed in business, politics, etc. No-one gets government contracts because they are bad or incompetent, but because they are good or intelligent. There are many women leaders. Think about it.",WOMEN,V6_sbf
3493,"Women are basically childlike, they remain this way most of their lives. Feminists are girls wanting to shout louder than others.","Feminism is about full participation in the decision making process, and giving people a voice, not stifling their voices.",WOMEN,V6_sbf
3494,Why should we care about feminists and women if we can just punch them?,"The point of feminism is to end misogyny. Women are human beings, and they are human beings with human rights.",WOMEN,V6_sbf
3495,"Women are essentially childlike, they remain this way most of their lives. Soft and emotional.","Women are not childlike, nor are they ""soft and emotional."" Their emotions are part of who they are, snd are a part of human nature.",WOMEN,V6_sbf
3496,Women are inhuman.,"Women are human beings, just as men are. And I find it strange that some women feel threatened by men. It shouldn't be that way.",WOMEN,V6_sbf
3497,Women are not good with money. That's why they all prefer to earn it by selling their sex.,Women do not have to be prostitutes to earn money. Why do you think this?,WOMEN,V6_sbf
3498,"Women should be confined to the home, to raise the children.","Women have every right to their own thoughts and beliefs, and to have a say in their own life.",WOMEN,V6_sbf
3499,Women are nothing but objects to be dominated by the will of the male.,Women's rights are human rights.,WOMEN,V6_sbf
3500,Women should not be allowed to vote.,"Voting is a right, there is no reason for a woman to not be allowed to vote. You seem to be defending misogyny.",WOMEN,V6_sbf
3501,Women are always fighting because they are subhumans.,"Women are human beings like us, and they have rights as any other human beings.",WOMEN,V6_sbf
3502,Persons with learning difficulties should be discouraged to attend school and they should be excluded from education. They are a shame.,"People with learning difficulties are often the ones who help to develop new skills, and in turn help to integrate those new skills into the way we work today.",DISABLED,V6_kc
3503,"Children with learning difficulties should be disencouraged in schools, or at least be isolated from others.","Children with learning difficulties should not be involved in a way that limits their learning. As for the other children, their values should be enhanced.",DISABLED,V6_kc
3504,Children with learning difficulties should be segregated in schools.,"They have the right to the best educational environmnet, the same as everyone else.",DISABLED,V6_kc
3505,Learning difficulties are just an excuse for lazy or stupid children: they should be disencouraged in schools.,"Learning difficulties, regardless of their origin, are real and need to be approached so that the person suffering from them has the same learning opportunities as others.",DISABLED,V6_kc
3506,Children with learning difficulties should be denied to attend school by teachers and parents.,"Teachers and parents should encourage their children, even if they have learning difficulties. No one should be denied access to education.",DISABLED,V6_kc
3507,People with physical disabilities are always complaining about accessibility. I wish they could just shut up.,There are people with disabilities all around the world. Their demand is to have their rights recognised. It is discrimination to not do so.,DISABLED,V6_kc
3508,"People with Down Syndrome should be given special and simple jobs, that they can do by themselves. At least they will not hamper normal people productivity.","The definition of ""normal"" is different for someone with Down syndrome than it is for someone without. If the level of help requested by the person in need is too high, then we may consider allowing asking for a little extra help from the boss, supervisor, or employer instead of isolating them by providing ""special jobs"".",DISABLED,V6_kc
3509,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","The notion of isolating children in general is abhorrent, isolating down syndrome patients would be a major cause of their school abandonment. To say that isolated children is a solution is just wrong.",DISABLED,V6_kc
3510,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","Instead of stigmatising down syndrome and treating it like it is an infectious health problem, why not treat it as a normal learning disability and make sure children are exposed to positive emotions?",DISABLED,V6_kc
3511,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","Education is about the development of understanding, respect and learning, not isolation and discrimination.",DISABLED,V6_kc
3512,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","Teachers, school staff and parents all have a responsibility towards the children in their charge, regardless of their genetic advantages or disadvantages",DISABLED,V6_kc
3513,"Handicapped children are a burden on society: they should be isolated, so that at least they do not hamper the education of normal children.","They may have additional and specific needs, but children with disabilities do not present a problem for other children's education.",DISABLED,V6_kc
