cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ITT1ST0017HS0050CN000834P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Ma dai col napalm. E poi dove? Mica sono tutti terroristi come dici tu, alcuni appartengono all'Isis ma gli altri sono persone come te e come me.",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",54,female,Bachelor
ITT1ST0017HS0050CN000834P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Ma dai col napalm. E poi dove? Mica sono tutti terroristi come dici tu, alcuni appartengono all'Isis ma gli altri sono persone come te e come me.",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",54,female,Bachelor
ITT1ST0017HS0050CN000834T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"Really, with napalm. And then where? They are not all terrorists as you say, some belong to ISIS but others are people like you and me.",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",,,
ITT1ST0017HS0050CN000835,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,Quindi quando c'erano gli attacchi di mafia tutte le persone del sud erano mafiosi?,Islamophobia,"islamization , terrorism",hypocrisy,23,female,Bachelor
ITT1ST0017HS0050CN000835P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,Quindi quando c'erano gli attacchi di mafia tutte le persone del sud erano mafiosi?,Islamophobia,"islamization , terrorism",hypocrisy,23,female,Bachelor
ITT1ST0017HS0050CN000835P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,Quindi quando c'erano gli attacchi di mafia tutte le persone del sud erano mafiosi?,Islamophobia,"islamization , terrorism",hypocrisy,23,female,Bachelor
ITT1ST0017HS0050CN000835T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,So when there were mafia attacks all the southern people were mobsters?,Islamophobia,"islamization , terrorism",hypocrisy,,,
ITT1ST0017HS0050CN000836,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Non mi pare corretto generalizzare. Se alcuni arabi sono terroristi, questo non significa che lo siano tutti. Alcuni uomini italiani uccidono le loro compagne/mogli, significa forse che siamo un popolo di uxoricidi?",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",26,female,Master
ITT1ST0017HS0050CN000836P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Non mi pare corretto generalizzare. Se alcuni arabi sono terroristi, questo non significa che lo siano tutti. Alcuni uomini italiani uccidono le loro compagne/mogli, significa forse che siamo un popolo di uxoricidi?",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",26,female,Master
ITT1ST0017HS0050CN000836P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Non mi pare corretto generalizzare. Se alcuni arabi sono terroristi, questo non significa che lo siano tutti. Alcuni uomini italiani uccidono le loro compagne/mogli, significa forse che siamo un popolo di uxoricidi?",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",26,female,Master
ITT1ST0017HS0050CN000836T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"It does not seem correct to me to generalize. If some Arabs are terrorists, that does not mean they all are. Some Italian men kill their partners/wives, does this mean that we are a nation of uxoricides?",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",,,
ITT1ST0017HS0050CN000837,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Capisco la paura che tutti questi drammatici eventi accaduti negli ultimi anni provocano, ma non si può mai rispondere alla violenza con altra violenza o generalizzazioni di questo tipo.",Islamophobia,"islamization , terrorism",denouncing,23,male,Bachelor
ITT1ST0017HS0050CN000837P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Capisco la paura che tutti questi drammatici eventi accaduti negli ultimi anni provocano, ma non si può mai rispondere alla violenza con altra violenza o generalizzazioni di questo tipo.",Islamophobia,"islamization , terrorism",denouncing,23,male,Bachelor
ITT1ST0017HS0050CN000837P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Capisco la paura che tutti questi drammatici eventi accaduti negli ultimi anni provocano, ma non si può mai rispondere alla violenza con altra violenza o generalizzazioni di questo tipo.",Islamophobia,"islamization , terrorism",denouncing,23,male,Bachelor
ITT1ST0017HS0050CN000837T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"I understand the fear that all these dramatic events in recent years have caused, but you can never respond to violence with more violence or generalizations of this type.",Islamophobia,"islamization , terrorism",denouncing,,,
ITT1ST0017HS0050CN000838,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,Bombe e napalm sono da mettere al bando per chi non ha ancora capito che saremmo tutti crepare.,Islamophobia,"islamization , terrorism",other,59,female,Bachelor
ITT1ST0017HS0050CN000838P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,Bombe e napalm sono da mettere al bando per chi non ha ancora capito che saremmo tutti crepare.,Islamophobia,"islamization , terrorism",other,59,female,Bachelor
ITT1ST0017HS0050CN000838P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,Bombe e napalm sono da mettere al bando per chi non ha ancora capito che saremmo tutti crepare.,Islamophobia,"islamization , terrorism",other,59,female,Bachelor
ITT1ST0017HS0050CN000838T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,Bombs and napalm are to ban for those who have not yet understood that we would all die.,Islamophobia,"islamization , terrorism",other,,,
ITT1ST0017HS0050CN000839,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Buonasera, quindi lei mi sta dicendo che brucerebbe col Napalm bambini arabi?",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",24,male,Bachelor
ITT1ST0017HS0050CN000839P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Buonasera, quindi lei mi sta dicendo che brucerebbe col Napalm bambini arabi?",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",24,male,Bachelor
ITT1ST0017HS0050CN000839P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Buonasera, quindi lei mi sta dicendo che brucerebbe col Napalm bambini arabi?",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",24,male,Bachelor
ITT1ST0017HS0050CN000839T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"Good evening, so you're telling me that you would burn with napalm Arab children?",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",,,
ITT1ST0017HS0050CN000840,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Trovo il suo commento estremamente violento, mi preoccupa.",Islamophobia,"islamization , terrorism",denouncing,41,female,High school
ITT1ST0017HS0050CN000840P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Trovo il suo commento estremamente violento, mi preoccupa.",Islamophobia,"islamization , terrorism",denouncing,41,female,High school
ITT1ST0017HS0050CN000840P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Trovo il suo commento estremamente violento, mi preoccupa.",Islamophobia,"islamization , terrorism",denouncing,41,female,High school
ITT1ST0017HS0050CN000840T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"I find your comment extremely violent, it worries me.",Islamophobia,"islamization , terrorism",denouncing,,,
ITT1ST0017HS0050CN000841,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Un criminale va trattato da criminale, una persona - anche se con un suo credo religioso diverso dal mio - va rispettata in quanto persona.",Islamophobia,"islamization , terrorism",facts,44,female,Master
ITT1ST0017HS0050CN000841P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Un criminale va trattato da criminale, una persona - anche se con un suo credo religioso diverso dal mio - va rispettata in quanto persona.",Islamophobia,"islamization , terrorism",facts,44,female,Master
ITT1ST0017HS0050CN000841P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Un criminale va trattato da criminale, una persona - anche se con un suo credo religioso diverso dal mio - va rispettata in quanto persona.",Islamophobia,"islamization , terrorism",facts,44,female,Master
ITT1ST0017HS0050CN000841T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"A criminal should be treated like a criminal, a person - even if with a religious belief different from mine - must be respected as a person.",Islamophobia,"islamization , terrorism",facts,,,
ITT1ST0017HS0050CN000842,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Arabo, islamico e terrorista sono termini molto differenti che dobbiamo imparare ad utilizzare. Arabi: abitanti dell'Arabia, della Siria, del Libano, della Giordania e dell'Iraq. Islamici: chi professa la religione islamica Terroristi: estremisti dell'Islam.",Islamophobia,"islamization , terrorism",facts,17,female,Less than high school
ITT1ST0017HS0050CN000842P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Arabo, islamico e terrorista sono termini molto differenti che dobbiamo imparare ad utilizzare. Arabi: abitanti dell'Arabia, della Siria, del Libano, della Giordania e dell'Iraq. Islamici: chi professa la religione islamica Terroristi: estremisti dell'Islam.",Islamophobia,"islamization , terrorism",facts,17,female,Less than high school
ITT1ST0017HS0050CN000842P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Arabo, islamico e terrorista sono termini molto differenti che dobbiamo imparare ad utilizzare. Arabi: abitanti dell'Arabia, della Siria, del Libano, della Giordania e dell'Iraq. Islamici: chi professa la religione islamica Terroristi: estremisti dell'Islam.",Islamophobia,"islamization , terrorism",facts,17,female,Less than high school
ITT1ST0017HS0050CN000842T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"Arabic, Islamic and terrorist are very different terms that we must learn to use. Arab: inhabitants of Arabia, Syria, Lebanon, Jordan and Iraq. Muslims: those who profess the religion of Islam Terrorists: Islam extremists.",Islamophobia,"islamization , terrorism",facts,,,
ITT1ST0017HS0050CN000843,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,Per arabi intende i sauditi?,Islamophobia,"islamization , terrorism",question,58,male,Master
ITT1ST0017HS0050CN000843P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,Per arabi intende i sauditi?,Islamophobia,"islamization , terrorism",question,58,male,Master
ITT1ST0017HS0050CN000843P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,Per arabi intende i sauditi?,Islamophobia,"islamization , terrorism",question,58,male,Master
ITT1ST0017HS0050CN000843T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,Do you mean the saudis for arabs?,Islamophobia,"islamization , terrorism",question,,,
ITT1ST0017HS0050CN000844,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Buonasera, mi interesserebbe leggere articoli e studi riguardo il piano arabo per conquistare l'occidente, potrebbe linkarmeli? Grazie.",Islamophobia,"islamization , terrorism",question,24,male,Bachelor
ITT1ST0017HS0050CN000844P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Buonasera, mi interesserebbe leggere articoli e studi riguardo il piano arabo per conquistare l'occidente, potrebbe linkarmeli? Grazie.",Islamophobia,"islamization , terrorism",question,24,male,Bachelor
ITT1ST0017HS0050CN000844P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Buonasera, mi interesserebbe leggere articoli e studi riguardo il piano arabo per conquistare l'occidente, potrebbe linkarmeli? Grazie.",Islamophobia,"islamization , terrorism",question,24,male,Bachelor
ITT1ST0017HS0050CN000844T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"Good evening, I would be interested to read articles and studies on the Arab plan to conquer the West, could you add me links? Thank you.",Islamophobia,"islamization , terrorism",question,,,
ITT1ST0017HS0050CN000845,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"La generalizzazione è sempre fuorviante. Gli arabi non sono tutti terroristi, alcuni lo sono; come se qualcuno negli anni '70 avesse detto che gli Italiani erano tutti brigatisti. Battisti che proprio in questi giorni è stato arrestato lo era e altri, ma erano comunque un manipolo di persone se rapportato al numero di abitanti dell'Italia, quindi sbagliamo ogni volta che facciamo di ogni erba un fascio.",Islamophobia,"islamization , terrorism","facts , hypocrisy",54,female,Bachelor
ITT1ST0017HS0050CN000845P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"La generalizzazione è sempre fuorviante. Gli arabi non sono tutti terroristi, alcuni lo sono; come se qualcuno negli anni '70 avesse detto che gli Italiani erano tutti brigatisti. Battisti che proprio in questi giorni è stato arrestato lo era e altri, ma erano comunque un manipolo di persone se rapportato al numero di abitanti dell'Italia, quindi sbagliamo ogni volta che facciamo di ogni erba un fascio.",Islamophobia,"islamization , terrorism","facts , hypocrisy",54,female,Bachelor
ITT1ST0017HS0050CN000845P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"La generalizzazione è sempre fuorviante. Gli arabi non sono tutti terroristi, alcuni lo sono; come se qualcuno negli anni '70 avesse detto che gli Italiani erano tutti brigatisti. Battisti che proprio in questi giorni è stato arrestato lo era e altri, ma erano comunque un manipolo di persone se rapportato al numero di abitanti dell'Italia, quindi sbagliamo ogni volta che facciamo di ogni erba un fascio.",Islamophobia,"islamization , terrorism","facts , hypocrisy",54,female,Bachelor
ITT1ST0017HS0050CN000845T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"Generalization is always misleading. Arabs are not all terrorists, some of them are; as if someone in the 70s said that Italians were all members of the Red Brigade. Battisti, who in recent days has been arrested and others were, but they were still a handful of people when compared to the number of inhabitants of Italy, so we are wrong every time we throw the baby out with the bath water.",Islamophobia,"islamization , terrorism","facts , hypocrisy",,,
ITT1ST0017HS0050CN000846,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Abbiamo centinaia di lavoratori tranquillissimo imussulmani in Italia, sono tutti terroristi dormienti?",Islamophobia,"islamization , terrorism","hypocrisy , question",58,male,Master
ITT1ST0017HS0050CN000846P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Abbiamo centinaia di lavoratori tranquillissimo imussulmani in Italia, sono tutti terroristi dormienti?",Islamophobia,"islamization , terrorism","hypocrisy , question",58,male,Master
ITT1ST0017HS0050CN000846P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Abbiamo centinaia di lavoratori tranquillissimo imussulmani in Italia, sono tutti terroristi dormienti?",Islamophobia,"islamization , terrorism","hypocrisy , question",58,male,Master
ITT1ST0017HS0050CN000846T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"We have hundreds of muslims workers that are very quiet in Italy, are they all dormant terrorists?",Islamophobia,"islamization , terrorism","hypocrisy , question",,,
ITT1ST0017HS0050CN000847,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,Scusa ma perchè gli arabi dovrebbero volerci conquistare con la violenza e le bombe?,Islamophobia,"islamization , terrorism",question,54,female,Bachelor
ITT1ST0017HS0050CN000847P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,Scusa ma perchè gli arabi dovrebbero volerci conquistare con la violenza e le bombe?,Islamophobia,"islamization , terrorism",question,54,female,Bachelor
ITT1ST0017HS0050CN000847P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,Scusa ma perchè gli arabi dovrebbero volerci conquistare con la violenza e le bombe?,Islamophobia,"islamization , terrorism",question,54,female,Bachelor
ITT1ST0017HS0050CN000847T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"Excuse me, but why should the Arabs want to conquer us with violence and bombs?",Islamophobia,"islamization , terrorism",question,,,
ITT1ST0017HS0050CN000848,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Lei sta generalizzando senza fondamento. La violenza genera violenza, purtroppo, quindi tra adulti responsabili e progrediti va scelta sempre l'opzione del dialogo. Per non tornare nel Medioevo.",Islamophobia,"islamization , terrorism",denouncing,55,female,Master
ITT1ST0017HS0050CN000848P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Lei sta generalizzando senza fondamento. La violenza genera violenza, purtroppo, quindi tra adulti responsabili e progrediti va scelta sempre l'opzione del dialogo. Per non tornare nel Medioevo.",Islamophobia,"islamization , terrorism",denouncing,55,female,Master
ITT1ST0017HS0050CN000848P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Lei sta generalizzando senza fondamento. La violenza genera violenza, purtroppo, quindi tra adulti responsabili e progrediti va scelta sempre l'opzione del dialogo. Per non tornare nel Medioevo.",Islamophobia,"islamization , terrorism",denouncing,55,female,Master
ITT1ST0017HS0050CN000848T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"You're generalizing baseless. Violence cause violence, unfortunately, so between responsible and advanced adults always choose the dialogue option. So we won't return to the Middle Ages.",Islamophobia,"islamization , terrorism",denouncing,,,
ITT1ST0017HS0050CN000849,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,Bombardiamo anche la Lombardia perché ci sono corrotti e la Campania perché ci sono i camorristi? Per pochi colpevoli non possiamo generalizzare.,Islamophobia,"islamization , terrorism","denouncing , facts , humor",34,male,Master
ITT1ST0017HS0050CN000849P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,Bombardiamo anche la Lombardia perché ci sono corrotti e la Campania perché ci sono i camorristi? Per pochi colpevoli non possiamo generalizzare.,Islamophobia,"islamization , terrorism","denouncing , facts , humor",34,male,Master
ITT1ST0017HS0050CN000849P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,Bombardiamo anche la Lombardia perché ci sono corrotti e la Campania perché ci sono i camorristi? Per pochi colpevoli non possiamo generalizzare.,Islamophobia,"islamization , terrorism","denouncing , facts , humor",34,male,Master
ITT1ST0017HS0050CN000849T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,We bombard also Lombardy because there are corrupts and Campania because there is the Camorra? For a few guilty we cannot generalize.,Islamophobia,"islamization , terrorism","denouncing , facts , humor",,,
ITT1ST0017HS0050CN000850,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"I terroristi cd islamici in realtà sono assai poco religiosi,si tratta di seconde generazioni,cresciute nel vuoto di valori e nella emarginazione e cercano rifugio in una radicalizzazione che li porta al terrorismo.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000850P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"I terroristi cd islamici in realtà sono assai poco religiosi,si tratta di seconde generazioni,cresciute nel vuoto di valori e nella emarginazione e cercano rifugio in una radicalizzazione che li porta al terrorismo.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000850P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"I terroristi cd islamici in realtà sono assai poco religiosi,si tratta di seconde generazioni,cresciute nel vuoto di valori e nella emarginazione e cercano rifugio in una radicalizzazione che li porta al terrorismo.",Islamophobia,"islamization , terrorism",facts,42,male,Master
ITT1ST0017HS0050CN000850T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"The Islamic terrorists actually are not very religious, they are second generation, grown in the absence of values ",Islamophobia,"islamization , terrorism",facts,,,
ITT1ST0017HS0050CN000851,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Ci sono dei terroristi arabi, come ci sono dei terroristi inglesi, italiani e francesi. Questi stereotipi non ci aiuteranno a combattere il terrorismo.",Islamophobia,"islamization , terrorism",facts,34,male,Master
ITT1ST0017HS0050CN000851P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Ci sono dei terroristi arabi, come ci sono dei terroristi inglesi, italiani e francesi. Questi stereotipi non ci aiuteranno a combattere il terrorismo.",Islamophobia,"islamization , terrorism",facts,34,male,Master
ITT1ST0017HS0050CN000851P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Ci sono dei terroristi arabi, come ci sono dei terroristi inglesi, italiani e francesi. Questi stereotipi non ci aiuteranno a combattere il terrorismo.",Islamophobia,"islamization , terrorism",facts,34,male,Master
ITT1ST0017HS0050CN000851T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"There are Arab terrorists, as there are English terrorists, Italian and French. These stereotypes won't help us to fight terrorism.",Islamophobia,"islamization , terrorism",facts,,,
ITT1ST0017HS0050CN000852,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Gli italiani sono tutti ladri e mafiosi, gli svizzeri sono tutti puntuali, gli africani sono tutti poveri, i tedeschi sono tutti nazisti. Ma su che basi lei fa tali affermazioni?. Sta solo seguendo dei luoghi comuni senza alcun tipo di fondamento.",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",24,female,Master
ITT1ST0017HS0050CN000852P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Gli italiani sono tutti ladri e mafiosi, gli svizzeri sono tutti puntuali, gli africani sono tutti poveri, i tedeschi sono tutti nazisti. Ma su che basi lei fa tali affermazioni?. Sta solo seguendo dei luoghi comuni senza alcun tipo di fondamento.",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",24,female,Master
ITT1ST0017HS0050CN000852P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Gli italiani sono tutti ladri e mafiosi, gli svizzeri sono tutti puntuali, gli africani sono tutti poveri, i tedeschi sono tutti nazisti. Ma su che basi lei fa tali affermazioni?. Sta solo seguendo dei luoghi comuni senza alcun tipo di fondamento.",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",24,female,Master
ITT1ST0017HS0050CN000852T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"The Italians are all thieves and mobsters, the Swiss are all punctual, Africans are all poor, all Germans are Nazis. But on what basis do you make these statements? .you are just following clichés without any foundation.",Islamophobia,"islamization , terrorism","denouncing , hypocrisy",,,
ITT1ST0017HS0050CN000853,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Cosa intende con il termine 'arabi'? Se si riferisce ai professanti fede islamica, non necessariamente coincidono con gli abitanti di Paesi arabi, visto in tali Paesi vivono anche minoranze di cristiani.",Islamophobia,"islamization , terrorism","facts , question",26,female,Master
ITT1ST0017HS0050CN000853P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Cosa intende con il termine 'arabi'? Se si riferisce ai professanti fede islamica, non necessariamente coincidono con gli abitanti di Paesi arabi, visto in tali Paesi vivono anche minoranze di cristiani.",Islamophobia,"islamization , terrorism","facts , question",26,female,Master
ITT1ST0017HS0050CN000853P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Cosa intende con il termine 'arabi'? Se si riferisce ai professanti fede islamica, non necessariamente coincidono con gli abitanti di Paesi arabi, visto in tali Paesi vivono anche minoranze di cristiani.",Islamophobia,"islamization , terrorism","facts , question",26,female,Master
ITT1ST0017HS0050CN000853T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"What do you mean with the term 'Arab'? If you refer to who profess Islamic faith, not necessarily they coincide with the inhabitants of the Arab countries, as in these countries also live minorities of Christians.",Islamophobia,"islamization , terrorism","facts , question",,,
ITT1ST0017HS0050CN000854,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Se si riferisce, come immagino, ai terroristi islamici, è vero, vi sono arabi terroristi. Così come vi sono italiani mafiosi, ma non per questo io mi identifico con loro.",Islamophobia,"islamization , terrorism","facts , hypocrisy",26,female,Master
ITT1ST0017HS0050CN000854P1,Tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe. È opportuno contrastarli con le fiamme.,"Se si riferisce, come immagino, ai terroristi islamici, è vero, vi sono arabi terroristi. Così come vi sono italiani mafiosi, ma non per questo io mi identifico con loro.",Islamophobia,"islamization , terrorism","facts , hypocrisy",26,female,Master
ITT1ST0017HS0050CN000854P2,Tutti i musulmani sono terroristi che cercano di invaderci con le armi. La soluzione è attacarli a nostra volta con la violenza.,"Se si riferisce, come immagino, ai terroristi islamici, è vero, vi sono arabi terroristi. Così come vi sono italiani mafiosi, ma non per questo io mi identifico con loro.",Islamophobia,"islamization , terrorism","facts , hypocrisy",26,female,Master
ITT1ST0017HS0050CN000854T1,The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,"If you refer, as I imagine, to Islamic terrorists, it is true, there are Arab terrorists. Just as there are Italian mafia, but not for that I identify with them.",Islamophobia,"islamization , terrorism","facts , hypocrisy",,,
ITT1ST0017HS0050CN000855,Gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe. Bisogna rispondere con il napalm.,"Così come gli italiani sono tutti mafiosi, i tedeschi sono tutti nazisti, ma come ben saprai questi sono pregiudizi, come il tuo sugli arabi.",Islamophobia,"islamization , terrorism","denouncing , facts",34,male,Master
