text,TARGET,dialogue_id,turn_id,type,source
"It's not true that there's no difference between straight and gay people, they are perverts who are a danger to our community.",LGBT+,2835,4,HS,session_3
"They're not perverts and not dangerous to any group of people. If you're struggling to realise that then I'm sorry for you, because LGBT+ people are humans and belong in our society.",LGBT+,2835,5,CN,session_3
Gay men aren't normal because they are not interested in women.,LGBT+,2922,0,HS,session_3
"Just because someone doesn't like what you like, it doesn't mean they are inferior.",LGBT+,2922,1,CN,session_3
Their lack of empathy is a sign of mental illness! This is what makes them inferior.,LGBT+,2922,2,HS,session_3
There is no evidence that homosexuality is a mental illness. ,LGBT+,2922,3,CN,session_3
I just read that this is what happens: they feel guilty about their abnormal desider and feel like they need to escape. Let's let them.,LGBT+,2922,4,HS,session_3
"I doesn't sound like you have you read any peer-reviewed medical journals about gay men, because this is not true. Gay people tend to be isolated and this could bring to depression or other problems, but this won't be solved by isolating them even further. We have to change how society perceives gay people.",LGBT+,2922,5,CN,session_3
A world where gay people exist is scary and disgusting. They don't deserve sympathy.,LGBT+,2922,6,HS,session_3
"Gays are not a disgusting, theirs is only a way of life among many. They are a bunch of loving and caring people who deserve respect.",LGBT+,2922,7,CN,session_3
The problem with Islam is that it is about killing infidels. It must be banned.,MUSLIMS,3014,0,HS,session_3
"Islam is about love, not death.",MUSLIMS,3014,1,CN,session_3
It is also about conquest and murder. I can't understand why anybody would want to murder infidels.,MUSLIMS,3014,2,HS,session_3
"To murder infidels would be to remove human dignity and human respect, and since Islam cares for human rights and human dignity, I can assure you that it doesn't happen.",MUSLIMS,3014,3,CN,session_3
"Are you sure? Islam is an outdated and violent religion, which is incompatible with Western culture.",MUSLIMS,3014,4,HS,session_3
"It is not incompatible with Western culture, Islam has existed in Europe for centuries and is part of our culture.",MUSLIMS,3014,5,CN,session_3
"Islam is a totalitarian ideology that promotes rape, torture, and murder. I don't want it in my country!",MUSLIMS,3014,6,HS,session_3
"Islam is a religion, not a totalitarian ideology. It is not about killing people, only about love and peace, so it has the same values as our country.",MUSLIMS,3014,7,CN,session_3
Gay people should be banned from schools.,LGBT+,2990,0,HS,session_3
How about instead you stop scapegoating others for your personal dislikes?,LGBT+,2990,1,CN,session_3
"It is not scapegoating, we all suffer from gay misbehavior, this is why we need a safe space away from them.",LGBT+,2990,2,HS,session_3
"We should rather build a safe space for gay people, so that they can take a break from discriminatory behavior like yours. ",LGBT+,2990,3,CN,session_3
There's no safe space for gay people! They don't deserve it!,LGBT+,2990,4,HS,session_3
"Gays are people too and have the same rights as other citizens. We need to accept them, they are part of our society.",LGBT+,2990,5,CN,session_3
"They're a problem and they're too egoistic, we must make homosexuality illegal.",LGBT+,2990,6,HS,session_3
"No, that would go against the values of our society. It is their right to live their livesas they wish and love whoever they want.",LGBT+,2990,7,CN,session_3
Women should not vote. Period.,WOMEN,2988,0,HS,session_3
"Women have a right to vote, and they should be given equal protection under the law.",WOMEN,2988,1,CN,session_3
"Women aren't like men, and they shouldn't be allowed to vote. They shouldn't be considered equal in politics.",WOMEN,2988,2,HS,session_3
"Women are human beings, and their rights should be respected. These rights include the right to vote and to be represented in politics.",WOMEN,2988,3,CN,session_3
"I don't think women should be allowed to vote, this is a man's world!",WOMEN,2988,4,HS,session_3
"There's no need to treat women like they're inferior. Our world welcomes all genders equally, it's not made for one gender specifically.",WOMEN,2988,5,CN,session_3
Migrants do not want Europe to succeed. That is why so many of them have fled to our countries.,MIGRANTS,2844,0,HS,session_3
What do you mean by this? They clearly make our society better.,MIGRANTS,2844,1,CN,session_3
"Better? They don’t want to integrate into European society and are going to better countries because they have no money, no family, and are sick of their country being ruled by corrupt criminals and bigots.",MIGRANTS,2844,2,HS,session_3
"Yes, this is what I mean. I don’t think many people have any idea of the terrible situations that many refugees flee from. It's our duty to help them settle here, and if there are integration problems maybe it's because they don't feel welcome, no?",MIGRANTS,2844,3,CN,session_3
"We can't take in more immigrants though. It's an invasion, they're too many!",MIGRANTS,2844,4,HS,session_3
"This is just a stereotype. In reality, immigrants still make up a very small minority of the population. You need to take into consideration that everyone should be inclusive towards people with different cultures.",MIGRANTS,2844,5,CN,session_3
Muslim rape gangs are roaming British towns. They are the main cause of rape in the UK.,MUSLIMS,2868,0,HS,session_3
"These incidents must be reported to the police, of course, but we should focus on the rape, not who's doing it.",MUSLIMS,2868,1,CN,session_3
"The Muslim gangs are known to act with impunity, how can we ignore this fact?",MUSLIMS,2868,2,HS,session_3
"Trust me when I say that the vast majority of Muslims are not in rape gangs.They are just trying to live and provide for their families, like anybody else.",MUSLIMS,2868,3,CN,session_3
"I don't believe you. Muslim gangs are usually around in the middle of the night, committing crimes. The news always talk about it!",MUSLIMS,2868,4,HS,session_3
"The media is biased against Muslims because it's convenient for them to spread hatred and division, but in reality Muslims are people like us. If you see criminal activity, call the police and they will help you, don't talk by hearsay.",MUSLIMS,2868,5,CN,session_3
I can't stand Jews. They are so controlling.,JEWS,2817,0,HS,session_3
"This is discriminatory against a group of people, because you can't just assume that all people of a minority are different and evil.",JEWS,2817,1,CN,session_3
"I don't know what else to assume though, I think they are just a bunch of bigots.",JEWS,2817,2,HS,session_3
That's the problem: you don't know enough about Jews and so rely on stereotypes and prejudices. Talk to them and you'll see we're very similar.,JEWS,2817,3,CN,session_3
"Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.",MUSLIMS,2782,0,HS,session_3
So you’re telling me that you think Muslims are somehow forcing you to eat halal meat only because it can be found in supermarkets?,MUSLIMS,2782,1,CN,session_3
"Muslims are the ones who need to change, you can't tell me that this isn't only the first step.",MUSLIMS,2782,2,HS,session_3
"Halal meat is sold because there's a demand for it, it's not a ""first step"" to anything. Muslims just want to eat their meat, and don't care about what you eat.",MUSLIMS,2782,3,CN,session_3
But I don't want animals to be slaughtered in a cruel way because of their religion!,MUSLIMS,2782,4,HS,session_3
"So, is your issue animal abuse or Muslims forcing you to eat halal? To me it looks like you're just grasping at straws to find something to hate Muslims for.",MUSLIMS,2782,5,CN,session_3
Gays are a problem in our society.,LGBT+,2813,0,HS,session_3
"Why would they be? LGBT people are an important part of our society, they never caused trouble.",LGBT+,2813,1,CN,session_3
"No, they have issues and are not normal. I'm not comfortable knowing that there are gays out there.",LGBT+,2813,2,HS,session_3
"This is a biased attitude. LGBT people should be treated with respect and love. I think that this issue should be addressed in different ways, such as education and awareness.",LGBT+,2813,3,CN,session_3
"If we educated our children about it, I can't imagine what would become of them! I don't want my children to become gay.",LGBT+,2813,4,HS,session_3
"Teaching young kids about different sexual orientations boosts moral and ethical thinking. It will not ""turn"" them gay, because being gay isn't a choice, but it will help them become more tolerant and accepting.",LGBT+,2813,5,CN,session_3
We have to protect our people. Black people are very aggressive and think they can do whatever they want.,POC,2890,0,HS,session_3
"It's not true that all black people are aggressive. Also, the majority of our population is white, we don't need that much protection.",POC,2890,1,CN,session_3
What do you mean by that? I'm white and I have to defend my rights to protect my people from blacks!,POC,2890,2,HS,session_3
"Your rights are already protected and defended, black people aren't an enemy but our friends, who also have their own rights.",POC,2890,3,CN,session_3
Blacks don't have brains.,POC,2970,0,HS,session_3
"You should check some scientific papers then, because all humans, including blacks, have brains.",POC,2970,1,CN,session_3
If blacks had brains they wouldn't be criminals and murderers.,POC,2970,2,HS,session_3
This is simply not true. Being born into poverty and having a hard time finding a job is not a characteristic of black people. It is more likely a sign of a systematic problem in society.,POC,2970,3,CN,session_3
"Maybe it's a systematic problem, but it is also because blacks are genetically inferior to whites.",POC,2970,4,HS,session_3
"You can't just blame black people for being born with a different skin color. There's nothing that makes them inferior to others, please don't spread these harmful stereotypes.",POC,2970,5,CN,session_3
"If it is true that blacks are not genetically inferior to whites, why do they still have lower life expectancy and are less healthy than other races?",POC,2970,6,HS,session_3
"They are genetically similar to us, so they are as healthy and as lively as us.",POC,2970,7,CN,session_3
Children shouldn't be raised by lesbians! They will bring up the worst in us!,LGBT+,2995,0,HS,session_3
"People can choose their own lives, and this is their right. Children raised by same sex couple thrive in the same way as children of heterosexual couples.",LGBT+,2995,1,CN,session_3
"Gays can't be loving to children, they're abnormal!",LGBT+,2995,2,HS,session_3
"Do you know that there are many children of gay couples who grow up to be loving, healthy and happy people? To believe that all children with gay parents are mistreated is simply false.",LGBT+,2995,3,CN,session_3
"Well, I'm not interested in that. I will never accept a homosexual couple.",LGBT+,2995,4,HS,session_3
"I don't think you have any right to impose your beliefs on someone else, especially if you believe this based on prejudice.",LGBT+,2995,5,CN,session_3
"Gays are an abomination to God, they must be isolated and confined to their own houses.",LGBT+,3015,0,HS,session_3
"Gay people already feel isolated because of their sexual orientation, but this shouldn't happen. They're part of our society and contribute to it.",LGBT+,3015,1,CN,session_3
"That's just a lie, homosexuality is a disease, an unrepentant sin!",LGBT+,3015,2,HS,session_3
"To suggest that homosexuality is a disease is just plain wrong. And the Bible is full of examples of loving thy neighbor and turn the other cheek, so being gay isn't against it or against our society.",LGBT+,3015,3,CN,session_3
All these homosexual things I read are just lies spread by the evil gays!,LGBT+,3015,4,HS,session_3
"Gay people are not evil. In most developed countries homosexuality isn't stigmatised, so I'm afraid yours is not a shared of opinion.",LGBT+,3015,5,CN,session_3
"It should start being stigmatised, homosexuality is awful!",LGBT+,3015,6,HS,session_3
"A scare campaign aimed at targeting vulnerable people like LGBT people can only cause more fear and division amongst our society, which is something we should definitely avoid.",LGBT+,3015,7,CN,session_3
All muslims are terrorists!,MUSLIMS,2785,0,HS,session_3
"No, not all Muslims are terrorists. Only a handful of extremists are, but they don't represent all of Islam.",MUSLIMS,2785,1,CN,session_3
"But some of the largest terrorist organizations in the history of the world are based in Muslim countries, so how can you say that they're not terrorists.",MUSLIMS,2785,2,HS,session_3
You can’t generalise like that. Many Muslims are just normal people who are scared of getting caught for crimes committed by people that completely misinterpreted their religion.,MUSLIMS,2785,3,CN,session_3
"They're scared because they know they're guilty. All terrorism is very much concentrated in the Middle East and not in the West, that's a fact.",MUSLIMS,2785,4,HS,session_3
"Again, you can’t generalise that all Muslims are terrorists! Terrorism has happened all over the world and committed by many different groups throughout history. Yours is not a fact at all, please do more research.",MUSLIMS,2785,5,CN,session_3
Blacks are criminal. They are a threat to society.,POC,3005,0,HS,session_3
You should be careful not to draw conclusions from a few isolated incidents. There are many other factors other than race that can affect criminal activity.,POC,3005,1,CN,session_3
"Blacks are a plague on society, they have corrupted so many societies. Their race is the thing that makes them evil.",POC,3005,2,HS,session_3
"How can you say something so offensive about a group that has suffered for centuries because of colonialism, slavery and institutional racism? Black people are as much as citizens as us, they deserve to be part of our society.",POC,3005,3,CN,session_3
"The world would be a better place without black people, they don't deserve anything.",POC,3005,4,HS,session_3
"Black people are a part of our society. They are part of our history, and they are part of our culture as well. They should be respected and protected.",POC,3005,5,CN,session_3
How can they be part of our history when they are inferior?,POC,3005,6,HS,session_3
There is no such thing as 'inferior' or 'superior' humans. We are all born equal genetically.,POC,3005,7,CN,session_3
the Nazis were right: Jews were a race and were responsible for most of the ills of humanity.,JEWS,2956,0,HS,session_3
"They also murdered as many innocent people as possible, so saying they were right is a terrible statement to make.",JEWS,2956,1,CN,session_3
"Yes, the Nazis killed people, but were ultimately innocent of any wrong they committed, because they were just trying to get rid of Jews.",JEWS,2956,2,HS,session_3
Jews are people and what you are saying is completely unacceptable. We can't tolerate apology of Nazism in the name of hatred against a diverse and inclusive group who has always worked together the rest of society to build a peaceful world.,JEWS,2956,3,CN,session_3
"I don't care if it's acceptable or not, I hate Jews.",JEWS,2956,4,CN,session_3
Jews are people too. What would you say if someone hated you just because of your religion?,JEWS,2956,5,HS,session_3
"Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.",MUSLIMS,2803,0,HS,session_3
"No, Muslims want to preserve their own cultures and religions, not to force them on other people.",MUSLIMS,2803,1,CN,session_3
Halal is nothing but a filthy practice that should never be promoted here!,MUSLIMS,2803,2,HS,session_3
"I think you should take a look at the historical evidence of halal being quite popular around the world, and in our continent too. It's an important part of a diverse and integrated food life.",MUSLIMS,2803,3,CN,session_3
"I don't care about historical evidence, Islam is the worst religion in the world, it should be banned.",MUSLIMS,2803,4,HS,session_3
"The Quran is about harmony and peace, and it is not incompatible with human dignity.",MUSLIMS,2803,5,CN,session_3
"The Quran promotes only murder and rape, how can it be compatible with modern Western culture?",MUSLIMS,2803,6,HS,session_3
"What would you suggest then, that the Quran should be banned in our country even though your information is wrong? The Quran promotes only peace and love, it's a valid holy book that can exist in our culture. ",MUSLIMS,2803,7,CN,session_3
We cannot keep letting in hundreds of thousands of immigrants. This is not what the American dream is about.,MIGRANTS,2962,0,HS,session_3
"Migrants come here to work, pay taxes, and contribute to our society. They American Dream actually is all about this.",MIGRANTS,2962,1,CN,session_3
"Well, immigrants are a drain on the system. I don't think they have anything to contribute to society.",MIGRANTS,2962,2,HS,session_3
"I'm sure you have your reasons to think that way, but it's wrong. They are often accused of not integrating into society, but data shows that they integrate well and their employment rate is high, so immigrants are not a drain on society. ",MIGRANTS,2962,3,CN,session_3
Foreigner should go back where they came from. They are not our brothers.,MIGRANTS,2934,0,HS,session_3
"We're all humans, so we're all brothers and sisters. Do you know what the word 'brother' means?",MIGRANTS,2934,1,CN,session_3
"Yes, but immigrants are different from us. They are just a bunch of thieves and murderers.",MIGRANTS,2934,2,HS,session_3
What you say is absolutely wrong. You can't generalise like this about a whole group because a few people might commit crimes. I do not think that they are a threat to our society.,MIGRANTS,2934,3,CN,session_3
"Their crime record is shocking, they should be deported.",MIGRANTS,2934,4,HS,session_3
"According to the statistics, there are only 11.7% of foreigners in the US who have ever committed a serious crime. This is not representative of the overall crime rate.",MIGRANTS,2934,5,CN,session_3
"Regardless of statistics, they are a threat to our country and our society. We have to take action.",MIGRANTS,2934,6,HS,session_3
The action we should take is to accept and respect immigrants that flee from poverty and wars to come to our country for a better chance.,MIGRANTS,2934,7,CN,session_3
I did not know the faggots were given the permission to still exist. They should be suppressed.,LGBT+,2897,0,HS,session_3
Why would you say something like that? Your words are hateful and can't exist in our inclusive and modern society.,LGBT+,2897,1,CN,session_3
"I disagree. Gays must be stopped, they're just spreading their agenda everywhere!",LGBT+,2897,2,HS,session_3
"And what about the spread of anti LGBT agenda in the UK? It seems to me that gay people are living their lives peacefully, while others spread hate and division everywhere.",LGBT+,2897,3,CN,session_3
Hate against LGBT people happens because the gays are desperate for attention. They pretend to be oppressed but in reality we have it much worse because we must coexist with them.,LGBT+,2897,4,HS,session_3
"That's not what they are doing. They're trying to live their life, and the oppression they face is very real, just look at your comments!",LGBT+,2897,5,CN,session_3
Islam and terrorism: they are the same. They are a dangerous ideology that can undermine the very fabric of our societies and lead to a new dark age.,MUSLIMS,2971,0,HS,session_3
"Islam is a peaceful religion. It has been used as a source of inspiration and understanding throughout history, and it is useful in so many different ways.",MUSLIMS,2971,1,CN,session_3
"The only thing it encourages is to hate infidels, I don't see anything peaceful about it.",MUSLIMS,2971,2,HS,session_3
This is just a myth that spread by anit-muslims to divide us. The reality is that Islam promotes peace and harmony in the world.,MUSLIMS,2971,3,CN,session_3
"Even if Islam is a peaceful religion, it should not be tolerated in our society.",MUSLIMS,2971,4,HS,session_3
The majority of Muslims in the world are peaceful and helpful people. Why should they be banned from our society?,MUSLIMS,2971,5,CN,session_3
"Because Islam is a dangerous ideology, and people of any religion are dangerous.",MUSLIMS,2971,6,HS,session_3
"Islam is not dangerous. It is about love, not hate.",MUSLIMS,2971,7,CN,session_3
Women should be subsumed to men.,WOMEN,2840,0,HS,session_3
"No they should not, why would they be? Women are people with their own rights.",WOMEN,2840,1,CN,session_3
"If there are no men in charge of a family, what's the point of having a family at all?",WOMEN,2840,2,HS,session_3
"The point is that a woman should have a right to choose who she is raising a child with, regardless of whether it is a man, a woman, or even alone. They're all valid types of family.",WOMEN,2840,3,CN,session_3
"Gay people have a tendency to rape children, they are disgusting people.",LGBT+,2909,0,HS,session_3
Are you sure about that? What evidence do you have? Because it's a gross and false generalization.,LGBT+,2909,1,CN,session_3
I don't need to follow your logic. It's proven that homosexuals are a danger to children.,LGBT+,2909,2,HS,session_3
"There are studies, and the majority of the time the data are inconclusive, meaning that it's not ""proven"" at all. Gay people are not a threat to anyone.",LGBT+,2909,3,CN,session_3
Don't you know that they are just trying to cover up the crimes of LGBT people? They have no place in a modern democracy.,LGBT+,2909,4,HS,session_3
"Homosexuality shouldn't be stigmatized, it's simply a sexual orientation and gay people play an important part in our society.",LGBT+,2909,5,CN,session_3
Women are inherently subhuman and should not be valued.,WOMEN,2918,0,HS,session_3
Women are human beings with full human rights.,WOMEN,2918,1,CN,session_3
I have to repeat myself: they're not human and they shouldn't be valued.,WOMEN,2918,2,HS,session_3
Human rights are guaranteed in the Constitution and the Universal Declaration of Human Rights. These rights are granted to women too.,WOMEN,2918,3,CN,session_3
"Women are basically childlike, what would they do with rights? They must be submissive to their husband, who make the decisions for them.",WOMEN,2918,4,HS,session_3
The notion that women are incapable of having any agency or say in society is completely false. Women have the right to choose their own happiness.,WOMEN,2918,5,CN,session_3
It's a disgrace that we have so many homeless veterans but we give free houses and stays in 4 star hotels to migrants who've just arrived here. They should go back where they came from.,MIGRANTS,2776,0,HS,session_3
"I understand your concern, because it's fair to help people in need, and migrants are in fact people in need. They are not given that much, though.",MIGRANTS,2776,1,CN,session_3
I just feel like it's a shame that some veterans are being kept behind bars or homeless because they don't have anything better to do. Less migrants would mean being able to help more of them.,MIGRANTS,2776,2,HS,session_3
"It doesn't work this way. We actually have the resources and homes to help everyone, but unfortunately there is a systematic problem in allocating these resources, which is not migrants' fault. We should all work together to help everyone.",MIGRANTS,2776,3,CN,session_3
"The migrants are all criminals, drunk and drug addicts.",MIGRANTS,2967,0,HS,session_3
"It is not true that all migrants are criminals, they are hard-working people.",MIGRANTS,2967,1,CN,session_3
"Migrants are just bad, they are not good at integrating into society and this is a problem for us!",MIGRANTS,2967,2,HS,session_3
"Being a citizen means that you integrated well, and most immigrants are considered citizens.",MIGRANTS,2967,3,CN,session_3
"Migrants aredifferent to us in so many ways. They are less human, less capable of feeling love, less capable of respecting others, and more importantly, they are criminals. I can't see them as citizens.",MIGRANTS,2967,4,HS,session_3
"This is simply not true. Citizen can be of any religion and ethnicity, and migrants are humans like us that work a lot for this country and contribute to society. They are upstanding citizens like anyone else.",MIGRANTS,2967,5,CN,session_3
"Feminism is about the destruction of manhood, and the disempowerment of white man.",WOMEN,2826,0,HS,session_3
"This is an oversimplification, there's plenty of men who are empowered and supportive of women's rights, and feminists advocate for equality for everyone. ",WOMEN,2826,1,CN,session_3
That's a lie. Feminists say that they are for equality but actually oppose men.,WOMEN,2826,2,HS,session_3
"That's simply not true, even if you want it to be. Feminism is about allowing women to decide for themselves who they are, and fighting for equality for both sexes.",WOMEN,2826,3,CN,session_3
I can't support women that want to do whatever they want. It's a dangerous way of thinking!,WOMEN,2826,4,HS,session_3
"We have to respect the rights of everyone, including women. ",WOMEN,2826,5,CN,session_3
"Women are just a burden to society, they have no reasoning capabilities. Why should we listen to them?",WOMEN,2856,0,HS,session_3
I don't think that's an acceptable mindset to have towards equal rights. Women deserve respect like anyone else.,WOMEN,2856,1,CN,session_3
What do you think is acceptable? Letting women control the world and oppress men?,WOMEN,2856,2,HS,session_3
"It's never ok to impose your beliefs on others, but this goes both ways. Women are simply trying to obtain the same rights and opportunities as men.",WOMEN,2856,3,CN,session_3
"If you are a person of color, you are a nigger, you are a bastard, you are a threat to society, you should just be deported.",POC,2951,0,HS,session_3
"All those are not true statements, and you are just trying to stir up trouble.",POC,2951,1,CN,session_3
"You should be concerned about white people instead, they are the ones who feel threatened.",POC,2951,2,HS,session_3
"In fact, I'm concerned about white supremacy and the hatred that this ideology instills in people's minds.",POC,2951,3,CN,session_3
"Niggas are the worst, they are descended from apes and can't be civilized, that's why we hate them.",POC,2951,4,HS,session_3
"I don't see any evidence that black people are more prone to violence, as for apes, I have to break it to you that every human is descended from apes. Why should we be concerned?",POC,2951,5,CN,session_3
Because they are subhuman.,POC,2951,6,HS,session_3
"No, they are not. The concept of 'human' has always been about respect and boundaries, and race is just a social construct used to divide people by color.",POC,2951,7,CN,session_3
Jews are the reason we have mass migration and Africans replacing the white population. They want to see our society mogrelised and for white culture to be destroyed.,JEWS,2800,0,HS,session_3
"I have to say, this is a new conspiracy theory to me. Even if it were true that Jews are promoting migration, I don't see the problem in that. Diversity is a benefit to us.",JEWS,2800,1,CN,session_3
"It doesn't benefit us, because blacks are inferior.",POC,2800,2,HS,session_3
"You seem to be confused, because no human being is inferior to another. Black people are as intelligent, healthy and safe as white people.",POC,2800,3,CN,session_3
"You're completely wrong! Black people are less smart than others, less healthy, less safe. Why would I be concerned about what they are thinking?",POC,2800,4,HS,session_3
"Black people are valuable human beings, they are full-fledged citizens with human rights and we should respect that.",POC,2800,5,CN,session_3
"If you are a person of color, you are a nigger, you are a bastard, you are a threat to society, you should just be deported.",POC,2848,0,HS,session_3
"No, someone can't be deported just because they are not white. What you say about black people is wrong.",POC,2848,1,CN,session_3
But they are always committing crimes! The police should be able to arrest blacks on sight.,POC,2848,2,HS,session_3
"No, they shouldn't be because that would be a gross violation of human rights and fair trial. Crime isn't caused by skin color.",POC,2848,3,CN,session_3
I think it is. We should have a police state and let the police take care of these criminals.,POC,2848,4,HS,session_3
"It is be police job to keep the peace and protect our people, but this includes black people too. They are part of our society and shouldn't be hunted down only because of their skin color.",POC,2848,5,CN,session_3
"Afro-Saxon got access to health care, however they are still complaining.",POC,2948,0,HS,session_3
Health care should be given to people who are in need. Black people are not at fault for anything.,POC,2948,1,CN,session_3
Healthcare should be given only to us! Afro-Saxon just want to murder foreigners. They should not be allowed to live in our country.,POC,2948,2,HS,session_3
"You should be very careful not to generalize like that. There are countless black people who have been successful entrepreneurs, and I think they should be given a place in society.",POC,2948,3,CN,session_3
"Of course, but there are also lots of black people who are a problem to our society. They are incapable of contributing to anything.",POC,2948,4,HS,session_3
Black people have contributed so much to our country. How can we not respect their contributions?,POC,2948,5,CN,session_3
We have to protect our people. Black people are very aggressive and think they can do whatever they want.,POC,3004,0,HS,session_3
We mustn't confuse prejudice with reality. Blacks are normal people like anyone else.,POC,3004,1,CN,session_3
"Niggas are not normal, we cannot allow our children to grow up in a black-ruled society.",POC,3004,2,HS,session_3
"It's not true that blacks are less capable of being civilized than anyone else, and they surely aren't the group in power at the moment. Children need to live in a diverse society to grow well.",POC,3004,3,CN,session_3
"Blacks are naturally aggressive and violent, how can this be beneficial to children?",POC,3004,4,HS,session_3
Facts and statistics suggest otherwise. Blacks are not more likely to commit crimes than whites.,POC,3004,5,CN,session_3
"Is this true? I have a hard time believing it, I think all blacks are criminals.",POC,3004,6,HS,session_3
"What about the fact that black men are 4 times more likely to be killed by police than white men? There's a problem with prejudice and bias against black people, and we should stop this way of thinking.",POC,3004,7,CN,session_3
Islam is incompatible with the modern world.,MUSLIMS,2894,0,HS,session_3
"All religions are compatible with the modern world, including Islam. What is incompatible with modernity is Islamophobia.",MUSLIMS,2894,1,CN,session_3
"Islamophobia doesn't exist, it's all an act to create the illusion of persecution.",MUSLIMS,2894,2,HS,session_3
"This sounds like a conspiracy theory. Islam is indeed often targeted, but it doesn't need to be.",MUSLIMS,2894,3,CN,session_3
The biggest issue with Islam is that it encourages people to be violent. I can't accept that!,MUSLIMS,2894,4,HS,session_3
"It's not true, there's no link between Islam and violence, all Muslims are peaceful.",MUSLIMS,2894,5,CN,session_3
"A nice quote that comes to mind is that of Theodore Roosevelt.. in which he explains that to be comfortable in a country where you migrate you have to integrate into the social fabric.
",MIGRANTS,2780,0,HS,session_3
"This is true and in fact migrants that come to the United States are very good at integrating. This doesn't mean that they have to lose their tradition and culture, though.",MIGRANTS,2780,1,CN,session_3
"But we aren't comfortable with different cultures displayed like this, we like in America so they need to behave that way, or people will likely have issues with it.",MIGRANTS,2780,2,HS,session_3
"You have to be in a more open society to understand the problems faced by many people in the developing world. This learning opportunity is good for all citizens, diversity is a benefit to us.",MIGRANTS,2780,3,CN,session_3
Jews have a stranglehold on American culture and it's time for that to stop,JEWS,2973,0,HS,session_3
"Are you trying to say that Jews, being a minority, somehow manage to control everything in the U.S? How would that be possible?",JEWS,2973,1,CN,session_3
"Yeah, hey are very controlling and they are trying to take over the world! They want to impose their religion on us.",JEWS,2973,2,HS,session_3
"Jews have been a part of our society for thousands of years, and the majority of them have contributed greatly to our country. It is time to recognize this.",JEWS,2973,3,CN,session_3
They are not interested in our culture and they are trying to destroy it.,JEWS,2973,4,HS,session_3
"Jews are not ""controlling"" anyone and are a valuable and important part of our country. Please stop spreading false information.",JEWS,2973,5,CN,session_3
"Immigrants say they come here to take our jobs, but in fact they are just lazy.",MIGRANTS,2913,0,HS,session_3
"Immigrants are often accused of being lazy, but in reality they are just seeking a better life and working hard for it.",MIGRANTS,2913,1,CN,session_3
I am tired of these foreigners ruining our society! They can go somewhere else.,MIGRANTS,2913,2,HS,session_3
"Many of them have been here for many years. Their skills are much needed in our country, so why shouldn't we give them a chance?",MIGRANTS,2913,3,CN,session_3
"It's not true that many immigrants have been here for a long time, they're all coming here illegaly and stealing our jobs.",MIGRANTS,2913,4,HS,session_3
"If you have any concerns about our country's security, then you should check the statistics that show how the percentage of illegal immigrants consistently drop year after year. ",MIGRANTS,2913,5,CN,session_3
"Immigrants are a problem not only because they're illegal though, they are also the cause of the rise of terrorism in the US.",MIGRANTS,2913,6,HS,session_3
I don't think we have ever had a terrorist attack committed by an immigrant. Maybe you should check your facts.,MIGRANTS,2913,7,CN,session_3
Black people are a sickness and we cannot allow our children to grow up in a black dominated society.,POC,3018,0,HS,session_3
"I don't think you understand that we never lived in a ""black dominated society"", we actually have the opposite problem. Black people are just like anyone else and deserve to be in positions of power.",POC,3018,1,CN,session_3
"It's not just about power, black people are the source of crime in our society.",POC,3018,2,HS,session_3
Statistics show that black people are actually less likely to be arrested than white people.,POC,3018,3,CN,session_3
"Even if they're not dangerous, black people are inherently worse than us in some respects. We are better off without them.",POC,3018,4,HS,session_3
It's a myth that blacks are inherently bad. They are just as capable as anyone else of learning and growing as human beings.,POC,3018,5,CN,session_3
The gays are insane. They should go back to the closet.,LGBT+,2832,0,HS,session_3
"They were in the closet, and it wasn’t that good. Instead of telling gay people to hide, we should learn to respect them.",LGBT+,2832,1,CN,session_3
"I disagree. If they want to be apart of society, they have to stop being disgusting homosexuals.",LGBT+,2832,2,HS,session_3
The gay community is usually very accepting supportive and many gay people feel comfortable showing their support for each other and other marginalized group. I think you have a lot to learn from them.,LGBT+,2832,3,CN,session_3
Islam is a toxic ideology that is contaminating Europe.,MUSLIMS,2834,0,HS,session_3
"There's nothing to suggest that, Islam is a religion of peace.",MUSLIMS,2834,1,CN,session_3
Well it certainly isn’t good for Europe anyway.,MUSLIMS,2834,2,HS,session_3
"It’s definitely not harmful. It’s perfectly compatible with our multicultural values, so I’m not surprised that it’s spreading.",MUSLIMS,2834,3,CN,session_3
"Multiculturalism is bad for us! We shouldn't accept people from other places, especially Muslim countries.",MUSLIMS,2834,4,HS,session_3
"This is just a generalisation, we’re all human and we have a lot to learn from each other. Everyone is welcome.",MUSLIMS,2834,5,CN,session_3
We need to stop migrants stealing our jobs and abusing our healthcare system. All of us know they are just lazy and unproductive turds.,MIGRANTS,2935,0,HS,session_3
That is a harmful stereotype which isn't true. Immigrants are people like us just trying to get by.,MIGRANTS,2935,1,CN,session_3
"You're lying, they are lazy and unproductive and do not contribute to our society. We do not want migrants in our country!",MIGRANTS,2935,2,HS,session_3
"Many migrants come here for work, and many of them are highly skilled workers. Their skills could be very useful to our country.",MIGRANTS,2935,3,CN,session_3
"We shouldn't accept migrants regardless of that, they are not welcome here!",MIGRANTS,2935,4,HS,session_3
"Many migrants are happy to follow our laws and integrate, so I don't understand why they wouldn't be welcome.",MIGRANTS,2935,5,CN,session_3
